champion,about,text,impact
Vayne,PROJECT: Vayne,Bug Fix: No longer triggers ward placement VO lines when using a  Health Potion.,0.0
Vayne,PROJECT: Vayne,Bug Fix: Hair and cape now loop fluently during idle animations.,0.0
Vi,PROJECT: Vi, Vault Breaker,-2.0
Vi,PROJECT: Vi,Bug Fix: No longer uses classic VFX when activating the spell and when hitting an enemy champion.,0.0
Xin Zhao,Stats,Base health reduced to 570 from 600.,1.0
Xin Zhao,Wind Becomes Lightning,Thrust AD ratio reduced to 75% AD from 85% AD.,1.0
Xin Zhao,Warring Kingdoms Xin Zhao,Bug Fix: Ruby Chroma's in-game texture now matches its store/champion select asset.,0.0
Yorick,Stats,Base attack damage reduced to 62 from 65.,1.0
Zed,Shockblade Zed,Bug Fix: Shurikens no longer clip into his back during his death animation.,0.0
Zoe,Paddle Star,"Cooldown now begins after Q cast completes, not when it begins.",-1.0
Zoe,Paddle Star,Bug Fix:  Fixed a bug where the recast indicator would sometimes disappear when  Sleepy Trouble Bubble was cast immediately after Paddle Star.,0.0
Zoe,Paddle Star,Bug Fix:  Fixed a bug where the recast indicator would linger when it was recast quickly.,0.0
Zoe,Paddle Star,Bug Fix:  Fixed a bug where the recast indicator would sometimes experience graphical bugs as the missile reached its max lifetime.,0.0
Zoe,Paddle Star,Bug Fix: Fixed a bug where  Portal Jump occasionally failed to properly extend the range of Paddle Star.,0.0
Zoe,Spell Thief,Duration of spell pick-ups from minions reduced to 20 seconds from 40.,1.0
Zoe,Sleepy Trouble Bubble,"Cooldown refunds on champion hit, rather than against all targets.",-1.0
Zoe,Sleepy Trouble Bubble,Drowsy duration increased to 2.2 seconds from 2.,-1.0
Zoe,Sleepy Trouble Bubble,Drowsy maximum slow duration reduced by 10 / 20 / 30 / 40 / 50% from 30 / 40 / 50 / 60 / 70%.,1.0
Zoe,Sleepy Trouble Bubble,Maximum travel distance after passing over a wall reduced to 650 from 800.,1.0
Zoe,Sleepy Trouble Bubble,Trap radius reduced to 250 from 290.,1.0
Zoe,Sleepy Trouble Bubble, Mikael's Crucible can now properly remove Sleep.,0.0
Zoe,Sleepy Trouble Bubble,Bug Fix: Fixed a bug where it occasionally stopped short when cast directly next to a wall.,0.0
Zyra,Stats,Base mana regeneration increased to 11.5 from 8.5.,1.0
Zyra,Stats,Mana regeneration growth reduced to 0.4 from 0.8.,1.0
Zyra,Garden of Thorns,Seed spawn radius reduced to 900 from 1300.,1.0
Zyra,Garden of Thorns,Plant duration increased to 8 seconds at all levels from 5 - 7.5 (based on level).,1.0
Zyra,Garden of Thorns,Spawned seed duration reduced to 30 seconds from 45.,1.0
Zyra,Garden of Thorns,Plants:,-2.0
Zyra,Garden of Thorns,Gold bounty reduced to  3 from  5.,-1.0
Zyra,Garden of Thorns,Base health increased to 8 from 4.,1.0
Zyra,Garden of Thorns, Ranged champion damage increased to 4 from 2.,1.0
Zyra,Garden of Thorns, Melee champion damage increased to 8 from 2.,1.0
Zyra,Garden of Thorns,Removed: On-hit effects dealing bonus damage.,1.0
Zyra,Garden of Thorns, Single target ability damage increased to 8 from 4.,1.0
Zyra,Garden of Thorns, Area of effect ability damage increased to 4 from 2.,1.0
Zyra,Garden of Thorns, DOT ability damage reduced to 1 from 2.,1.0
Zyra,Garden of Thorns,Large minion/monster damage increased to 2 from 1.,1.0
Zyra,Rampant Growth,Removed: Increases plants' health to 4 - 6 (based on  Rampant Growth's rank).,1.0
Zyra,Rampant Growth,"New Effect: Killing an enemy grants 20% charge toward a seed. This is increased to 100% for enemy champion  takedowns, large monster and large minion kills.",1.0
Zyra,Grasping Roots,Base damage increased to 60 / 105 / 150 / 195 / 240 from 60 / 95 / 130 / 165 / 200.,1.0
Zyra,Stranglethorns,New Effect: Enraged plants gain 50% current and maximum health.,1.0
Morgana,Stats,Health growth reduced to 90 from 98.,1.0
Morgana,Soul Siphon,Healing changed to 20% at all levels from 15 - 40 (based on level)%.,1.0
Morgana,Tormented Soil,Cooldown increased to 12 seconds from 10.,-1.0
Ahri,Arcade Ahri, Fox-Fire,-2.0
Ahri,Arcade Ahri,Bug Fix: VFX no longer render under various map objects.,0.0
Ashe,PROJECT: Ashe,Bug Fix: Digital screen VFX no longer disappear when moving the camera away and back during her recall animation.,0.0
Ashe,Heartseeker Ashe,Bug Fix: The chair in her recall no longer rotates at the end of the animation.,0.0
Azir,Arise!,Bug Fix: Champion-created units with ward-style health (ex.  Gangplank's  Powder Keg) can now properly be attacked by his soldiers.,0.0
Blitzcrank,Power Fist,Bug Fix: Fixed a bug where the empowered basic attack was fizzling if the buff expired mid-attack. The empowered attacks now properly complete.,0.0
Blitzcrank,Lancer Rogue Blitzcrank,Bug Fix: Dance SFX are now synced with the animations.,0.0
Blitzcrank,Lancer Rogue Blitzcrank,Bug Fix: Recall SFX is no longer too quiet.,0.0
Blitzcrank,Lancer Paragon Blitzcrank,Bug Fix: Dance SFX are now synced with the animations.,0.0
Dr. Mundo,Infected Cleaver,Bug Fix: Now refunds the proper health amount when it kills an enemy.,0.0
Gragas,Stats,New: Now has +8% bonus attack speed at level 1.,1.0
Graves,Victorious Graves, End of the Line,-2.0
Graves,Victorious Graves,Bug Fix: No longer uses classic VFX.,0.0
Graves,Cutthroat Graves,Bug Fix: Left hand no longer clips through his weapon during several animations.,0.0
Illaoi,Prophet of an Elder God,Bug Fix: Tentacle slams no longer fizzle if an enemy dies after being acquired as a slam target.,0.0
Illaoi,Harsh Lesson,Bug Fix: Any tentacles that would slam Illaoi's target now do so if her target dies during the leap animation.,0.0
Illaoi,Harsh Lesson,Empowered attack can no longer be canceled.,1.0
Jayce,Full Metal Jayce, Thundering Blow,-2.0
Jayce,Full Metal Jayce,"Bug Fix: Once again uses proper VFX, as opposed to classic.",0.0
Jinx,Flame Chompers!,New Effect: Rooted enemies are now also  knocked down.,1.0
Karma,Conqueror Karma and  Winter Wonder Karma, Soulflare,-2.0
Karma,Conqueror Karma and  Winter Wonder Karma,Bug Fix: VFX are no longer cut off on elevated terrain.,0.0
Kog'Maw,Living Artillery,"Bug Fix: Warning indicator VFX can once again be seen from self/ally view in Medium, Low, and Very Low graphics settings.",0.0
Lissandra,Program Lissandra, Ring of Frost,-2.0
Lissandra,Program Lissandra,Bug Fix: No longer breaks when used on a dashing champion.,0.0
Lulu,"Help, Pix!","Bug Fix: Fixed a bug where multiple instances of the same shielding effect were stacking, rather than refreshing. This bug mostly occurred at high levels of CDR.",0.0
Lux,Stats,Base attack damage reduced to 53.54 from 53.544.,1.0
Lux,Stats,Base health regeneration reduced to 5.4 from 5.424.,1.0
Master Yi,PROJECT: Yi,Bug Fix: Ring VFX during his taunt no longer disappear when moving the camera away and back.,0.0
Nautilus,Riptide,Bug Fix: The first ring now properly slows enemies hit.,0.0
Nautilus,AstroNautilus,Bug Fix: Shiny visor VFX no longer disappear when moving the camera away and back.,0.0
Nidalee,Warring Kingdoms Nidalee, Javelin Toss,-2.0
Nidalee,Warring Kingdoms Nidalee,Bug Fix: Moving the camera away from her and back onto her during Javelin Toss no longer causes the javelin to disappear.,0.0
Orianna,Sewn Chaos Orianna and  TPA Orianna,Bug Fix: Is no longer missing SFX during her taunt animations.,0.0
Rammus,Stats,Base armor reduced to 36 from 40.,1.0
Rengar,Mecha Rengar, Unseen Predator,-2.0
Rengar,Mecha Rengar,Bug Fix: VO for the first and second stack of Bonetooth Necklace have been restored.,0.0
Ryze,Overload,"Bug Fix: Fixed a bug where multiple instances of the same shielding effect were stacking, rather than refreshing. This bug mostly occurred at high levels of CDR.",0.0
Ryze,Overload,"Bug Fix: Fixed a bug where if his target died during the cast time of  Rune Prison or  Spell Flux, he wouldn't get the cooldown reset effect of Overload.",0.0
Sejuani,Stats,Base armor reduced to 31 from 36.,1.0
Shaco,Stats,Base armor increased to 30 from 26.,1.0
Shyvana,Stats,Base attack damage reduced to 66 from 69.,1.0
Sona,Aria of Perseverance,"Bug Fix: Fixed a bug where multiple instances of the same shielding effect were stacking, rather than refreshing. This bug mostly occurred at high levels of CDR.",0.0
Taliyah,Stats,Health growth increased to 90 from 87.,1.0
Taliyah,Stats,Armor growth increased to 3.5 from 3.,1.0
Thresh,Death Sentence,Bug Fix: Chain once again disappears if he hits a spell shielded unit.,0.0
Thresh,Dark Star Thresh,Bug Fix: Is no longer missing his VO when collecting souls.,0.0
Urgot,Giant Enemy Crabgot, Fear Beyond Death,-2.0
Urgot,Giant Enemy Crabgot,Bug Fix: No longer steals ground VFX from  Battlecast Urgot when casting it.,0.0
Urgot,Battlecast Urgot,Bug Fix: Chromas textures are now affected by character quality settings.,0.0
Vel'Koz,Battlecast Vel'Koz, Life Form Disintegration Ray,-2.0
Vel'Koz,Battlecast Vel'Koz,Bug Fix: Red beam VFX are no longer missing.,0.0
Vi,Excessive Force,Bug Fix: Fixed a bug where the empowered basic attack was fizzling if the buff expired mid-attack. The empowered attacks now properly complete.,0.0
Xayah,Clean Cuts,Bug Fix: Champion-created units with ward-style health (ex.  Gangplank's  Powder Keg) can now properly be attacked while Clean Cuts is active.,0.0
Yasuo,High Noon Yasuo and  PROJECT: Yasuo,Bug Fix: On-hit VFX have been restored.,0.0
Yasuo,Blood Moon Yasuo,Bug Fix: Crescent moon VFX no longer disappear when moving the camera away and back.,0.0
Zoe,More Sparkles! (Innate),"Innate: After casting an ability, Zoe's next basic attack or bubble within 5 seconds deals 17 - 140 (based on level) (+25% AP) bonus magic damage.",1.0
Zoe,Paddle Star (Q),"First Cast: Zoe hurls a star in the target direction that collides with the first enemy hit, dealing 40 / 70 / 100 / 130 / 160 (+66% AP) magic damage in a small area, increased by 0% - 150% (based on distance traveled), up to 100 / 175 / 250 / 325 / 400 (+165% AP).",1.0
Zoe,Paddle Star (Q),"If the star does not collide with an enemy, it remains stationary for up to 1 second. Zoe can reactivate Paddle Star at any point to redirect the star to a new location near her, albeit resetting the current damage modifier.",1.0
Zoe,Paddle Star (Q),Both the initial cast and reactivation will prime More Sparkles!.,1.0
Zoe,Paddle Star (Q),Target Range: 800,-2.0
Zoe,Paddle Star (Q),Mana Cost: 50 / 55 / 60 / 65 / 70,-1.0
Zoe,Paddle Star (Q),Cooldown: 7.5 / 7 / 6.75 / 6.5 / 6.25 seconds,-1.0
Zoe,Spell Thief (W),"Passive - Spell Thief: Whenever enemy champions cast a summoner spell or item active, they drop the corresponding Spell Shard onto the ground. Spell Shards last for 40 seconds. Some enemy minions spawn with random Spell Shards that only drop to the ground if killed by Zoe.",-2.0
Zoe,Spell Thief (W),"Collecting a Spell Shard allows Zoe to activate Spell Thief within the next 60 seconds, and she cannot pick up another Shard until she does.",1.0
Zoe,Spell Thief (W),Active: Zoe mimics the active of the collected Spell Shard.,-2.0
Zoe,Spell Thief (W),"Passive - Summoner Specialist: Casting Spell Thief or one of her own summoner spells grants Zoe 10 / 25 / 40 / 55 / 70% bonus movement speed for 2 / 2.5 / 3 / 3.5 / 4 seconds as well as summoning three bubbles that orbit her for a short duration. The bubbles autonomously hurl themselves at nearest enemy, prioritising her attack target, dealing 23.3 / 38.3 / 53.3 / 68.3 / 83.3 (+13.3% AP) magic damage.",1.0
Zoe,Spell Thief (W),Mana Cost: No cost,-1.0
Zoe,Spell Thief (W),Cooldown: 0.25 seconds,-1.0
Zoe,Sleepy Trouble Bubble (E),"Active: Zoe kicks a ball that detonates on the first enemy hit, dealing 60 / 100 / 140 / 180 / 220 (+40% AP) magic damage and making the target Drowsy. After a brief delay, the Drowsy target falls  asleep for 2 seconds.",1.0
Zoe,Sleepy Trouble Bubble (E),"Sleeping targets take double damage from the next attack or ability to hit them, up to a cap of Sleepy Trouble Bubble's damage, but are awoken early upon taking damage.",1.0
Zoe,Sleepy Trouble Bubble (E),"The ball's range is doubled when it passes through terrain. If the ball does not hit an enemy, it lingers on the ground as a trap for 4 seconds, which primes after a brief delay.",1.0
Zoe,Sleepy Trouble Bubble (E),Putting a target to  asleep refunds 10 / 15 / 20 / 25 / 30% of Sleepy Trouble Bubble's cooldown.,-1.0
Zoe,Sleepy Trouble Bubble (E),Target Range: 800,-2.0
Zoe,Sleepy Trouble Bubble (E),Mana Cost: 80,-1.0
Zoe,Sleepy Trouble Bubble (E),Cooldown: 16 / 15.5 / 15 / 14.5 / 14 seconds,-1.0
Zoe,Portal Jump (Ultimate),"Active: Zoe targets a location and then dives into a portal that she opens beneath her, blinking to the target location after a very brief delay. After 1 second, she falls back through the portal and blinks back to her cast location.",-1.0
Zoe,Portal Jump (Ultimate),"Zoe remains able to attack and cast abilities during Portal Jump, and can  see over walls, but cannot move.",-2.0
Zoe,Portal Jump (Ultimate),Target Range: 575,-2.0
Zoe,Portal Jump (Ultimate),Mana Cost: 50,-1.0
Zoe,Portal Jump (Ultimate),Cooldown: 11 / 8 / 5 seconds,-1.0
Zoe,Paddle Star,Base damage increased to 45 / 75 / 105 / 135 / 165 from 40 / 70 / 100 / 130 / 160.,1.0
Aatrox,Blood Price,Base damage increased to 50 / 85 / 120 / 155 / 190 from 45 / 80 / 115 / 150 / 185.,1.0
Aatrox,Blades of Torment,Base damage increased to 75 / 115 / 155 / 195 / 235 from 70 / 110 / 150 / 190 / 230.,1.0
Amumu,Surprise Party Amumu, Curse of the Sad Mummy,-2.0
Amumu,Surprise Party Amumu,Bug Fix: Can no longer be heard in Fog of War.,0.0
Braum,Stand Behind Me,Base resistances increased to 17.5 / 20 / 22.5 / 25 / 27.5 from 15 / 17.5 / 20 / 22.5 / 25.,1.0
Camille,Tactical Sweep,Base damage increased to 70 / 100 / 130 / 160 / 190 from 65 / 95 / 125 / 155 / 185.,1.0
Camille,Hookshot,Base damage increased to 75 / 120 / 175 / 210 / 255 from 70 / 115 / 160 / 205 / 250.,1.0
Corki,Phosphorus Bomb,Base damage increased to 75 / 120 / 165 / 210 / 255 from 70 / 115 / 160 / 205 / 250.,1.0
Draven,Spinning Axe,Base damage increased to 35 / 40 / 45 / 50 / 55 from 30 / 35 / 40 / 45 / 50.,1.0
Draven,Stand Aside,Base damage increased to 75 / 110 / 145 / 180 / 215 from 70 / 105 / 140 / 175 / 210.,1.0
Evelynn,Demon Shade,"New Effect: Taking damage from champions or turrets puts Demon Shade on a 1.5 second cooldown, reduced from 4. Attacking or casting abilities still puts it on a 4 second cooldown.",-1.0
Evelynn,Whiplash,Base damage increased to 40 / 55 / 70 / 85 / 100 from 30 / 45 / 60 / 75 / 90.,1.0
Evelynn,Whiplash,Empowered base damage increased to 70 / 90 / 110 / 130 / 150 from 60 / 80 / 100 / 120 / 140.,1.0
Ezreal,Arcane Shift,Base damage increased to 80 / 130 / 180 / 230 / 280 from 75 / 125 / 175 / 225 / 275.,1.0
Fiora,Duelist's Dance,Base maximum health ratio increased to 2.5% of target's maximum health from 2%.,1.0
Fiora,Lunge,Base damage increased to 70 / 80 / 90 / 100 / 110 from 65 / 75 / 85 / 95 / 105.,1.0
Gangplank,Trial by Fire,Base damage increased to 55 - 225 (based on level) from 45 - 215 (based on level).,1.0
Graves,End of the Line,Initial base damage increased to 45 / 60 / 75 / 90 / 105 from 40 / 55 / 70 / 85 / 100.,1.0
Graves,End of the Line,Detonation base damage increased to 85 / 115 / 145 / 175 / 205 from 80 / 110 / 140 / 170 / 200.,1.0
Hecarim,Rampage,Base damage increased to 55 / 90 / 125 / 160 / 195 from 50 / 85 / 120 / 155 / 190.,1.0
Hecarim,Devastating Charge,Base damage increased to 45 / 80 / 115 / 150 / 185 from 40 / 75 / 110 / 145 / 180.,1.0
Jarvan IV,Dragon Strike,Base damage increased to 80 / 125 / 170 / 215 / 260 from 70 / 115 / 160 / 205 / 250.,1.0
Jax,Leap Strike,Base damage increased to 80 / 120 / 160 / 200 / 240 from 70 / 110 / 150 / 190 / 230.,1.0
Jax,Counter Strike,Minimum base damage increased to 55 / 80 / 105 / 130 / 155 from 50 / 75 / 100 / 125 / 150.,1.0
Jayce,To the Skies!,Base damage increased to 45 / 80 / 115 / 150 / 185 / 220 from 35 / 70 / 105 / 140 / 175 / 210.,1.0
Jayce,Shock Blast,Base damage increased to 80 / 130 / 180 / 230 / 280 / 330 from 70 / 120 / 170 / 220 / 270 / 320.,1.0
Jayce,Transform Mercury Hammer,Bonus damage increased to 25 / 65 / 105 / 145 (based on level) from 20 / 60 / 100 / 140 (based on level).,1.0
Katarina,General,Bug Fix: Base skin and all of her other skins' SFX have been restored and are no longer quiet.,0.0
Katarina,Death Sworn Katarina,Bug Fix: Smoke VFX on her daggers during her  Recall no longer appear below the ground.,0.0
Kayn,Reaping Slash,Base damage increased to 60 / 80 / 100 / 120 / 140 from 55 / 75 / 95 / 115 / 135.,1.0
Kayn,Blade's Reach,Base damage increased to 90 / 135 / 180 / 225 / 270 from 80 / 125 / 10 / 215 / 260.,1.0
Kennen,Lightning Rush,Active base damage reduced to 80 / 120 / 160 / 200 / 240 from 85 / 125 / 165 / 205 / 245.,1.0
Kha'Zix,Unseen Threat,Base damage increased to 14 - 150 (based on level) from 10 - 146 (based on level).,1.0
Kha'Zix,Taste Their Fear,Base damage increased to 65 / 90 / 115 / 140 / 165 from 60 / 85 / 110 / 135 / 160.,1.0
Kha'Zix,Void Spike,Base damage increased to 85 / 115 / 145 / 175 / 205 from 80 / 110 / 140 / 170 / 200.,1.0
Kindred,Dance of Arrows,Base damage increased to 60 / 80 / 100 / 120 / 140 from 55 / 75 / 95 / 115 / 135.,1.0
Kindred,Mounting Dread,Base damage increased to 65 / 85 / 105 / 125 / 145 from 60 / 80 / 100 / 120 / 140.,1.0
Kled,Bear Trap on a Rope,Base damage increased to 30 / 55 / 80 / 105 / 130 from 25 / 50 / 75 / 100 / 125.,1.0
Kled,Pocket Pistol,Base damage increased to 35 / 50 / 65 / 80 / 95 from 30 / 45 / 60 / 75 / 90.,1.0
Kled,Violent Tendencies,Target's maximum health ratio increased to 4.5 / 5 / 5.5 / 6 / 6.5% of target's maximum health from 4 / 4.5 / 5 / 5.5 / 6%.,1.0
Kled,Jousting,Base damage increased to 25 / 50 / 75 / 100 / 125 from 20 / 45 / 70 / 95 / 120.,1.0
Lee Sin,Sonic Wave /  Resonating Strike,Base damage increased to 55 / 85 / 115 / 145 / 175 from 50 / 80 / 110 / 140 / 170.,1.0
Lee Sin,Tempest,Base damage increased to 70 / 105 / 140 / 175 / 210 from 60 / 95 / 130 / 165 / 200.,1.0
Leona,Eclipse,Bonus armor increased to 25 / 35 / 45 / 55 / 65 from 20 / 30 / 40 / 50 / 60.,1.0
Lucian,Piercing Light,Base damage increased to 85 / 120 / 155 / 190 / 225 from 80 / 115 / 150 / 185 / 220.,1.0
Miss Fortune,Arcade Miss Fortune,Bug Fix: Chromas no longer have parent skin textures on her guns during death animation.,0.0
Nami,River Spirit Nami, Tidecaller's Blessing,-2.0
Nami,River Spirit Nami,Bug Fix: On-hit SFX has been restored.,0.0
Nidalee,Snow Bunny Nidalee,Bug Fix: Legacy border has been restored.,0.0
Nocturne,Duskbringer,Base damage increased to 65 / 110 / 155 / 200 / 245 from 60 / 105 / 150 / 195 / 240.,1.0
Olaf,Undertow,Base damage increased to 80 / 125 / 170 / 215 / 260 from 70 / 115 / 160 / 205 / 250.,1.0
Pantheon,Spear Shot,Base damage increased to 75 / 110 / 155 / 195 / 235 from 65 / 105 / 145 / 185 / 225.,1.0
Pantheon,Heartseeker Strike,Base damage increased to 100 / 150 / 200 / 250 / 300 from 80 / 120 / 180 / 230 / 280.,1.0
Poppy,Hammer Shock,Base damage increased to 40 / 60 / 80 / 100 / 120 from 35 / 55 / 75 / 95 / 115.,1.0
Poppy,Heroic Charge,Base damage increased to 55 / 75 / 95 / 115 / 135 from 50 / 70 / 90 / 110 / 130.,1.0
Poppy,Keeper's Verdict,Base damage increased to 210 / 310 / 410 from 200 / 300 / 400.,1.0
Rek'Sai,Queen's Wrath,Base damage increased to 20 / 25 / 30 / 35 / 40 from 15 / 20 / 25 / 30 / 35.,1.0
Rek'Sai,Unburrow,Base damage increased to 55 / 70 / 85 / 100 / 115 from 50 / 65 / 80 / 95 / 110.,1.0
Rek'Sai,Furious Bite,Base damage increased to 55 / 65 / 75 / 85 / 95 from 50 / 60 / 70 / 80 / 90.,1.0
Renekton,Cull the Meek,Base damage increased to 65 / 95 / 125 / 155 / 185 from 60 / 90 / 120 / 150 / 180.,1.0
Renekton,Cull the Meek,Empowered damage increased to 95 / 140 / 185 / 230 / 275 from 90 / 135 / 180 / 225 / 270.,1.0
Renekton,Slice and  Dice,Base damage increased to 40 / 70 / 100 / 130 / 160 from 30 / 60 / 90 / 120 / 150.,1.0
Renekton,Slice and  Dice,Enhanced damage increased to 55 / 100 / 145 / 190 / 235 from 45 / 90 / 135 / 180 / 225.,1.0
Renekton,Scorched Earth Renekton, Cull the Meek,-2.0
Renekton,Scorched Earth Renekton,Bug Fix: No longer has missing ember VFX when using it with 50+ fury.,0.0
Rengar,Savagery,Base damage per strike increased to 30 / 50 / 70 / 90 / 110 from 25 / 45 / 65 / 85 / 105.,1.0
Rengar,Bola Strike,Base damage increased to 55 / 100 / 145 / 190 / 235 from 50 / 95 / 140 / 185 / 230.,1.0
Riven,Runic Blade,Rune charge duration increased to 6 seconds from 5.,1.0
Riven,Ki Burst,Base damage increased to 55 / 85 / 115 / 145 / 175 from 50 / 80 / 110 / 140 / 170.,1.0
Riven,Valor,Shield strength increased to 95 / 125 / 155 / 185 / 215 from 90 / 120 / 150 / 180 / 210.,1.0
Shaco,Two-Shiv Poison,Base damage increased to 55 / 80 / 105 / 130 / 155 from 50 / 75 / 100 / 125 / 150.,1.0
Talon,Blade's End,Base damage increased to 75 - 175 (based on level) from 60 - 160 (based on level).,1.0
Talon,Noxian Diplomacy,Base damage increased to 65 / 90 / 115 / 140 / 165 from 60 / 85 / 110 / 135 / 160.,1.0
Talon,Rake,Base damage increased to 70 / 95 / 120 / 145 / 170 from 60 / 85 / 110 / 135 / 160.,1.0
Taric,Bravado,Base damage increased to 25 - 93 (based on level) from 22 - 90 (based on level).,1.0
Taric,Dazzle,Base damage increased to 105 / 150 / 195 / 240 / 285 from 100 / 145 / 190 / 235 / 280.,1.0
Tristana,Explosive Charge,Active base damage increased to 60 / 70 / 80 / 90 / 100 from 55 / 65 / 75 / 85 / 95.,1.0
Tryndamere,Spinning Slash,Base damage increased to 80 / 110 / 140 / 170 / 200 from 70 / 100 / 130 / 160 / 180.,1.0
Urgot,Corrosive Charge,Delay before detonation increased to 0.6 seconds from 0.5.,-1.0
Varus,Hail of Arrows,Base damage increased to 70 / 105 / 140 / 175 / 210 from 45 / 80 / 115 / 150 / 185.,1.0
Varus,Dark Star Varus,Bug Fix: Shields now follow his model during his recall animation.,0.0
Vayne,Condemn,Base damage increased to 50 / 85 / 120 / 155 / 190 from 45 / 80 / 115 / 150 / 185.,1.0
Vi,Vault Breaker,Minimum damage increased to 55 / 80 / 105 / 130 / 155 from 50 / 75 / 100 / 125 / 150.,1.0
Viktor,Death Sworn Viktor,Bug Fix: No longer uses classic SFX during his joke animation.,0.0
Viktor,Death Sworn Viktor,Bug Fix: Character texture now scales with character quality.,0.0
Warwick,"Tundra Hunter Warwick,  Grey Warwick,  Hyena Warwick, and  Marauder Warwick",Bug Fix: No longer has classic green idle VFX on his back.,0.0
Wukong,Nimbus Strike,Base damage increased to 65 / 110 / 155 / 200 / 245 from 60 / 105 / 150 / 195 / 240.,1.0
Xayah,Double Daggers,Base damage increased to 45 / 65 / 85 / 105 / 125 from 40 / 60 / 80 / 100 / 120.,1.0
Xayah,Bladecaller,Base damage increased to 55 / 65 / 75 / 85 / 95 from 50 / 60 / 70 / 80 / 90.,1.0
Xin Zhao,Three Talon Strike,Base damage increased to 20 / 25 / 30 / 35 / 40 from 15 / 20 / 25 / 30 / 35.,1.0
Yorick,Last Rites,New Effect: Can now affects turrets.,1.0
Zed,Razor Shuriken,Initial base damage increased to 80 / 115 / 150 / 185 / 220 from 70 / 105 / 140 / 175 / 210.,1.0
Zed,Razor Shuriken,Secondary base damage increased to 45 / 66 / 87 / 108 / 129 from 42 / 63 / 84 / 105 / 126.,1.0
Zed,Shadow Slash,Base damage increased to 70 / 95 / 120 / 145 / 170 from 65 / 90 / 115 / 140 / 165.,1.0
Aatrox,Stats,Base attack damage increased to 68 from 60.376.,1.0
Aatrox,Stats,Base armor increased to 33 from 24.384.,1.0
Ahri,Stats,Base health increased to 526 from 514.4.,1.0
Ahri,Stats,Health growth increased to 92 from 80.,1.0
Akali,Stats,Base armor increased to 31 from 26.38.,1.0
Akali,Stats,Base health increased to 593 from 587.8.,1.0
Akali,Stats,Health growth increased to 90 from 85.,1.0
Alistar,Stats,Base armor increased to 44 from 24.38.,1.0
Amumu,Stats,New: Now has +15% bonus attack speed at level 1.,1.0
Amumu,Stats,Base armor increased to 33 from 23.544.,1.0
Anivia,Stats,Base health increased to 480 from 467.6.,1.0
Anivia,Stats,Health growth increased to 82 from 70.,1.0
Annie,Stats,Base health increased to 524 from 511.68.,1.0
Annie,Stats,Health growth increased to 88 from 76.,1.0
Ashe,Stats,Base attack damage increased to 65 from 56.508.,1.0
Ashe,Stats,Base armor increased to 30 from 21.212.,1.0
Aurelion Sol,Stats,Base health increased to 562 from 550.,1.0
Aurelion Sol,Stats,Health growth increased to 92 from 80.,1.0
Azir,Stats,Base health increased to 552 from 540.,1.0
Azir,Stats,Health growth increased to 92 from 80.,1.0
Bard,Stats,Base armor increased to 34 from 25.,1.0
Blitzcrank,Stats,Base armor increased to 44 from 24.38.,1.0
Brand,Stats,Base health increased to 520 from 507.68.,1.0
Brand,Stats,Health growth increased to 88 from 76.,1.0
Braum,Stats,Base armor increased to 47 from 26.72.,1.0
Caitlyn,Stats,Base attack damage increased to 62 from 53.66.,1.0
Caitlyn,Stats,Base armor increased to 31.88 from 22.88.,1.0
Camille,Stats,Base attack damage increased to 68 from 60.,1.0
Camille,Stats,Base armor increased to 35 from 26.,1.0
Cassiopeia,Stats,Base health increased to 537 from 525.,1.0
Cassiopeia,Stats,Health growth increased to 87 from 75.,1.0
Cho'Gath,Stats,Base attack damage increased to 69 from 61.156.,1.0
Cho'Gath,Stats,Base armor increased to 38 from 28.88.,1.0
Corki,Stats,Base health increased to 518 from 512.76.,1.0
Corki,Stats,Health growth increased to 87 from 82.,1.0
Corki,Stats,Base attack damage increased to 63 from 55.,1.0
Corki,Stats,Base armor increased to 28 from 23.38.,1.0
Darius,Stats,Base attack damage increased to 64 from 56.,1.0
Darius,Stats,Base armor increased to 39 from 30.,1.0
Diana,Stats,Base armor increased to 31 from 26.048.,1.0
Diana,Stats,Base health increased to 594 from 589.2.,1.0
Diana,Stats,Health growth increased to 95 from 90.,1.0
Draven,Stats,Base attack damage increased to 64 from 55.8.,1.0
Draven,Stats,Base armor increased to 35 from 25.544.,1.0
Dr. Mundo,Stats,New: Now has +15% bonus attack speed at level 1.,1.0
Dr. Mundo,Stats,Base armor increased to 36 from 26.88.,1.0
Ekko,Stats,Base armor increased to 32 from 27.,1.0
Ekko,Stats,Base health increased to 585 from 580.,1.0
Ekko,Stats,Health growth increased to 85 from 80.,1.0
Elise,Stats,Base attack damage increased to 55 from 47.,1.0
Elise,Stats,Base armor increased to 27 from 22.128.,1.0
Elise,Stats,Base health increased to 534 from 529.4.,1.0
Elise,Stats,Health growth increased to 85 from 80.,1.0
Evelynn,Stats,Base armor increased to 37 from 28.,1.0
Ezreal,Stats,Base attack damage increased to 64 from 55.66.,1.0
Ezreal,Stats,Base armor increased to 31 from 21.88.,1.0
Fiddlesticks,Stats,Base armor increased to 30 from 20.88.,1.0
Fiora,Stats,Base attack damage increased to 68 from 60.,1.0
Fiora,Stats,Base armor increased to 33 from 24.,1.0
Fizz,Stats,Base health increased to 570 from 558.48.,1.0
Fizz,Stats,Health growth increased to 98 from 86.,1.0
