,champion,about,text,impact
14292,Teemo,Camouflage,Attack speed changed to 20 / 40 / 60 / 80 (based on level)% from 40%.,1.0
14293,Teemo,Camouflage,"New Effect: While in brush, Camouflage will only take 0.75 seconds to trigger and moving within the brush will not break the stealth.",1.0
14294,Teemo,Noxious Trap,Life span reduced to 5 minutes from 10 minutes.,1.0
14295,Teemo,Noxious Trap,Slow now decays over the duration.,-1.0
14296,Teemo,Noxious Trap,Arm time increased to 1.5 seconds from 1 second.,-1.0
14297,Teemo,Noxious Trap,Cooldown reduced to 0.25 seconds from 1 second.,-1.0
14298,Teemo,Noxious Trap,New Effect: Shrooms now have 6 health and take 2 damage from ranged attacks and 3 damage from melee attacks.,1.0
14300,Teemo,Noxious Trap,Cast range increased to 300 / 600 / 900 from 230.,1.0
14301,Teemo,Noxious Trap,"New Effect: Shrooms will now bounce an additional 300 / 400 / 500 units if they are thrown onto another shroom. Shrooms can only bounce once, even if they land on a further shroom.",1.0
14302,Thresh,Damnation, Rift Scuttler now has a soul.,1.0
14303,Fiora,Stats,Health growth increased to 92 from 80.,1.0
14304,Fiora,Stats,Damage growth increased to 3.3 from 2.5.,1.0
14305,Fiora,Lunge,Mana cost reduced to 20 / 25 / 30 / 35 / 40 from 25 / 30 / 35 / 40 / 45.,-1.0
14306,Fiora,Lunge,Cooldown reduced to 16 / 14 / 12 / 10 / 8 seconds from 18 / 16 / 14 / 12 / 10.,-1.0
14307,Fiora,Riposte,Cooldown reduced to 19 / 18 / 17 / 16 / 15 seconds from 21 / 19.5 / 18 / 16.5 / 15.,-1.0
14314,Ahri,Charm,Fixed a bug where Charm causes monsters to freak out.,0.0
14315,Azir,Shurima's Legacy,Removed: Granting Azir bonus attack speed from cooldown reduction,1.0
14316,Azir,Arise!,New Passive: Azir gains 20 / 30 / 40 / 50 / 60% bonus attack speed.,1.0
14317,Azir,Shifting Sands,No longer knocks up the first champion hit.,1.0
14318,Darius,Apprehend,Now briefly grants vision over the target area.,1.0
14319,Ekko,Timewinder,Mana cost reduced to 50 / 60 / 70 / 80 / 90 from 60 / 70 / 80 / 90 / 100.,-1.0
14320,Ekko,Phase Dive,Cooldown reduced to 13 / 11.5 / 10 / 8.5 / 7 seconds from 15 / 13 / 11 / 9 / 7.,-1.0
14321,Elise,Cocoon,Stun duration increased to 1.6 / 1.7 / 1.8 / 1.9 / 2 seconds from 1 / 1.25 / 1.5 / 1.75 / 2.,1.0
14322,Elise,Spiderlings,Damage type changed to magical from physical.,1.0
14323,Elise,Spiderlings,AP ratio increased to (+15% AP) from (+10% AP).,1.0
14324,Elise,Spiderlings,Movement speed increased to 355 from 345.,1.0
14325,Elise,Spiderlings,Fixed a bug which caused Spiderlings to not move or attack for 4 seconds after the first cast of Rappel.,0.0
14326,Evelynn,Hate Spike,Base damage reduced to 40 / 50 / 60 / 70 / 80 from 40 / 55 / 70 / 85 / 100.,1.0
14327,Evelynn,Agony's Embrace,Slow increased to 40 / 60 / 80% from 30 / 50 / 70%.,1.0
14329,Gangplank,Stats,Base damage reduced to 56 from 62.,1.0
14330,Gangplank,Stats,Base health reduced to 710 from 712.,1.0
14331,Gangplank,Stats,Health growth reduced to 79 from 81.,1.0
14332,Gangplank,Stats,Health regen growth reduced to 0.6 from 0.75.,1.0
14333,Gangplank,Stats,Base mana reduced to 282 from 282.2.,1.0
14334,Gangplank,Stats,Base mana regen reduced to 7.5 from 7.675.,1.0
14335,Gangplank,Stats,Attack speed growth increased to 3.2 from 2.75.,1.0
14336,Gangplank,Stats,Base armor reduced to 26 from 26.044.,1.0
14337,Gangplank,Stats,Armor growth reduced to 3 from 3.3.,1.0
14338,Gangplank,Trial by Fire (Innate),New Innate: Gangplank's next attack ignites the target dealing bonus true damage and grants bonus movement speed. Destroying a Powder Keg instantly refreshes Trial by Fire and grants the same bonus movement speed. Parrrley cannot activate Trial by Fire.,1.0
14339,Gangplank,Parrrley (Q),"New Effect: Killing units also grants Silver Serpents, a unique currency that can be spent to upgrade Cannon Barrage.",1.0
14340,Gangplank,Parrrley (Q),Mana cost reduced to 50 from 50 / 55 / 60 / 65 / 70.,-1.0
14341,Gangplank,Parrrley (Q),Mana refund on kill reduced to 25 at all ranks from 25 / 27.5 / 30 / 32.5 / 35.,1.0
14342,Gangplank,Remove Scurvy (W),Heal changed to 50 / 75 / 100 / 125 / 150 (+90% AP) (+15% of missing health) from 80 / 150 / 220 / 290 / 360 (+100% AP).,1.0
14343,Gangplank,Remove Scurvy (W),Cost changed to 60 / 70 / 80 / 90 / 100 mana from 65 at all ranks.,-1.0
14344,Gangplank,Remove Scurvy (W),Cooldown reduced to 22 / 20 / 18 / 16 / 14 seconds from 22 / 21 / 20 / 19 / 18.,-1.0
14345,Gangplank,Powder Keg (E),"New Active: Gangplank places a powder keg at the target location that he can attack to detonate, splashing the attack's damage to surroFixed a bug where forced action crowd control effects were stunning Scuttles.Fixed a bug where forced action crowd control effects and ☃☃ were not triggering Scuttles' ""loses resistances while disabled"".unding enemies and slowing them for a short duration. The damage benefits from 60% armor penetration and champions take bonus damage. If detonated by  Parrrley, Gangplank will plunder from all enemies slain. The explosion sets off a chain reaction that explodes other nearby kegs - but the damage does not overlap. Enemies can also attack the kegs to safely destroy them (worth gold).",1.0
14347,Gangplank,Cannon Barrage (R),"Now fires clusters of 3 waves every 2 seconds, for a total of 12 waves over an 8-second period (changed from 7 waves over 7 seconds).",1.0
14348,Gangplank,Cannon Barrage (R),Now  slows by 30% for 0.5 second (1 second per cluster) instead of 25% for the duration.,1.0
14349,Gangplank,Cannon Barrage (R),Damage per wave changed to 50 / 70 / 90 (+10% AP) from 75 / 120 / 165 (+20% AP).,1.0
14350,Gangplank,Cannon Barrage (R),Cooldown increased to 140 / 130 / 120 from 125.,-1.0
14351,Gangplank,"Gangplank has access to three unique items that can be purchased with Silver Serpents, a unique currency.","Death's Daughter: An initial, mega-cannonball precedes the barrage, dealing [a cluster worth][150 / 210 / 270 (+30%AP)] of true damageand  slowing enemies by 60% for 1.5 seconds.",1.0
14352,Gangplank,"Gangplank has access to three unique items that can be purchased with Silver Serpents, a unique currency.",Raise Morale: Allies within the area gain 60% bonus movement speed for 2 seconds.,1.0
14353,Gangplank,"Gangplank has access to three unique items that can be purchased with Silver Serpents, a unique currency.",Fire at Will: Launches 6 additional waves.,1.0
14355,Kalista,Pierce /  Sentinel,Now properly queues up to cast after her basic attack completes.,0.0
14357,Miss Fortune,Strut,No longer falls off upon taking non-periodic damage.,1.0
14358,Miss Fortune,Double Up,Secondary targeting paradigm improved (again).,1.0
14359,Miss Fortune,Double Up,"New Effect: If the first shot kills the target, Double Up deals 50% bonus damage to the second target. Uses the crit animation.",1.0
14360,Miss Fortune,Impure Shots,Cooldown reduced to 12 seconds from 16.,-1.0
14361,Miss Fortune,Impure Shots,New Effect: Now instantly readies  Strut at full power.,1.0
14362,Miss Fortune,Impure Shots, Grievous Wounds removed.,1.0
14363,Miss Fortune,Make It Rain,Slow changed to 40 / 45 / 50 / 55 / 60% from 25 / 35 / 45 / 55 / 65%.,1.0
14364,Miss Fortune,Make It Rain,Duratio reduced to 2 seconds from 3. Total damage unchanged.,1.0
14366,Rumble,Flamespitter,Fixed a bug where Flamespitter was damaging untargetable enemies.,0.0
14367,Rumble,Flamespitter,Fixed a bug where the range wasn't consistent.,0.0
14368,Rumble,The Equalizer,Fixed a bug where The Equalizer was damaging untargetable enemies.,0.0
14369,Ryze,Arcane Mastery,Stack duration decreased to 6 seconds from 10 seconds.,1.0
14370,Ryze,Overload,Damage reduced to 60 / 85 / 110 / 135 / 160 from 60 / 95 / 130 / 165 / 200.,1.0
14371,Ryze,Spell Flux,Initial damage reduced to 36 / 52 / 68 / 84 / 100 (+20% AP) from 50 / 66 / 82 / 98 / 114 (+30% AP).,1.0
14372,Ryze,Spell Flux,Secondary damage reduced to 18 / 26 / 34 / 42 / 50 (+10% AP) from 25 / 33 / 41 / 49 / 57 (+15% AP).,1.0
14373,Syndra,Force of Will,Fixed a bug where Syndra could pick up  Baron Nashor.,0.0
14374,Tahm Kench,Tongue Lash,Base damage increased to 80 / 125 / 170 / 215 / 260 from 80 / 115 / 150 / 185 / 220.,1.0
14375,Tahm Kench,Abyssal Voyage,Cooldown reduced to 120 / 110 / 100 seconds from 160 / 130 / 100.,-1.0
14376,Tahm Kench,Abyssal Voyage,Passive health ratio increased to 4 / 6 / 8% from 4 / 5 / 6%.,1.0
14377,Vayne,Tumble,Cooldown now begins upon lauching the attack instead of upon hitting a target.,-1.0
14378,Vayne,Tumble,"Tumble's empowered attack will be consumed even if the target becomes invalid while in-flight. This allows enemies to dodge the effect, but also allows Vayne to activate the ability again.",1.0
14379,Yasuo,Steel Tempest,Fixed a bug where the third cast wasn't applying on-hit effects.,0.0
14380,Zilean,Time Bomb,Sticking a Time Bomb to an enemy will now interrupt  Recall.,-1.0
14382,Gangplank,,Parrrley - The base damage of the ability can no longer  critically strike.,1.0
14383,Xin Zhao,,Battle Cry - Ability power ratio increased to (+70% AP) from (+50% AP).,1.0
14388,Elise,Volatile Spiderling,Fixed a bug where the ability would sometimes become invisible.,0.0
14389,Jarvan IV,Demacian Standard,Fixed a bug where the standard could be placed in walls.,0.0
14390,Jayce,Transform Mercury Cannon /  Transform Mercury Hammer,Fixed a bug where the ability was improving at levels 5 / 10 / 15 instead of 6 / 11 / 16.,0.0
14391,Kalista,Stats,Base attack damage increased to 57.5 from 53.46.,1.0
14392,Kalista,Stats,Attack damage growth increased to 3.5 from 3.25.,1.0
14393,Kalista,Martial Poise,New Effect: Basic attacks now scale with 90% AD instead of 100% AD.,1.0
14394,Kalista,Pierce,Can no longer be cast  mid-dash.,1.0
14395,Kayle,Righteous Fury,New Passive: Kayle's basic attacks deal 10 / 15 / 20 / 25 / 30 (+15% AP) bonus magic damage.,1.0
14396,Kayle,Righteous Fury,"Active now states that it ""increases the passive damage"" to the active amount for the duration.",1.0
14397,Kayle,Righteous Fury,Active Ability power ratio increased to (+30% AP) from (+25% AP).,1.0
14398,Kennen,Mark of the Storm,Fix a bug in the tooltip where stun duration is listed as 1 instead of 1.25.,0.0
14399,Kennen,Electrical Surge,Fixed a bug where it sometimes wouldn't apply Mark of the Storm to enemies within Slicing Maelstrom.,0.0
14400,Nautilus,Riptide,Base damage reduced to 60 / 95 / 130 / 165 / 200 from 60 / 100 / 140 / 180 / 220.,1.0
14401,Nautilus,Riptide,Maximum damage reduced to 90 / 142.5 / 195 / 247.5 / 300 from 90 / 150 / 210 / 270 / 330.,1.0
14402,Rek'Sai,Unburrow, Knock-up radius reduced to 160 from 200.,1.0
14403,Shyvana,Burnout,Base damage reduced to 20 / 33 / 45 / 58 / 70 from 20 / 35 / 50 / 65 / 80.,1.0
14404,Shyvana,Burnout,On-hit base damage reduced to 5 / 8.25 / 11.25 / 14.5 / 17.5 from 5 / 8.75 / 12.5 / 16.25 / 20.,1.0
14405,Singed,Stats,Base magic resist increased to 32.1 from 30.,1.0
14406,Singed,Stats,Magic resist per level increased to 1.25 from 0.,1.0
14407,Singed,Fling /  Mega Adhesive,Root duration increased to 1 / 1.25 / 1.5 / 1.75 / 2 seconds from 1 at all ranks.,1.0
14409,Skarner,Crystallizing Sting,Fixed a bug where Skarner could stun towers.,0.0
14411,Syndra,Scatter the Weak /  Dark Sphere,"New Effect: The stun from Dark Sphere will now be applied after the knockback completes, rather than the stun overriding the knockback.",1.0
14412,Syndra,Scatter the Weak /  Dark Sphere,The result of the changes seems to be that all stunned targets are within a radius of where the sphere stops moving.,1.0
14413,Syndra,Scatter the Weak /  Dark Sphere,New Effect:  Wind Wall and  Unbreakable now stop moving spheres instead of destroying them.,1.0
14414,Syndra,Scatter the Weak /  Dark Sphere,Fixed a bug where you could knockback spheres being created for  Unleashed Power.,0.0
14415,Syndra,Unleashed Power,New Effect:  Wind Wall and  Unbreakable now stop moving spheres instead of destroying them.,1.0
14416,Thresh,Damnation,Fixed a bug where souls would visually fly to Thresh from extreme distances. This never affected gameplay.,0.0
14417,Thresh,Damnation,Fixed a bug where  Rift Scuttler didn't have a soul.,0.0
14418,Thresh,Dark Passage,"New Effect: The lantern will wait for Thresh to land from Death Leap before returning to him, even if he exceeds maximum range.",1.0
14419,Veigar,Primordial Burst,"Missile size now scales with Veigar's ability power. This will reduce the base size of the projectile for some skins, and is capped at 1500 ability power.",1.0
14420,Xin Zhao,Battle Cry,Ability power ratio reduced to (+50% AP) from (+70% AP).,1.0
14421,Zilean,Rewind,New Effect: Cannot be cast if it wouldn't affect anything.,1.0
14423,Ashe,Focus,No longer generates multiple stacks per enemy hit by  Volley /  Enchanted Crystal Arrow - now only up to one per cast.,1.0
14424,Braum,Winter's Bite,Base damage increased to 70 / 115 / 160 / 205 / 250 from 60 / 105 / 150 / 195 / 240.,1.0
14425,Braum,Winter's Bite,Mana cost reduced to 45 / 50 / 55 / 60 / 65 from 55 / 60 / 65 / 70 / 75.,-1.0
14426,Ekko,Stats,Mana growth increased to 50 from 40.,1.0
14427,Ekko,Stats,Attack speed growth increased to 3.3 from 3.,1.0
14428,Ekko,Stats,[Base attack speed reduced to 0.625 from 0.644.][Attack delay changed to 0.00 from -0.03. ],1.0
14429,Ekko,Z-Drive Resonance,Base damage reduced to 10 (+ 10 per level) from 15 (+ 12 per level).,1.0
14430,Ekko,Timewinder,Outgoing damage AP ratio reduced to (+10% AP) from (+20% AP).,1.0
14431,Ekko,Timewinder,Total AP ratio reduced to (+70% AP) from (+80% AP).,1.0
14432,Ekko,Chronobreak,Mana cost increased to 100 at all ranks from 0.,-1.0
14433,Ekko,Chronobreak,Damage radius reduced to 375 from 400.,1.0
14436,Elise,Spider Queen,New Spider Form effect: Elise's basic attacks deal [10 x  Spider Form rank][10 / 20 / 30 / 40] (+30% AP) bonus magic damage and restore [2+(2 x  Spider Form rank)][4 / 6 / 8 / 10] (+10% AP) health.,1.0
14437,Elise,Skittering Frenzy,On-hit heal removed.,1.0
14438,Elise,Rappel,"New Effect: After descending, Spider Queen's bonus magic damage and healing are increased by 40 / 55 / 70 / 85 / 100% for 5 seconds.",1.0
14439,Elise,Spider Form,Elise's on-hit damage moved to  Spider Queen.,1.0
14440,Elise,Spider Form,New Effect: Transforming into a spider awakens dormant Spiderlings. Transforming into a human puts Spiderlings back into their dormant state.,1.0
14441,Galio,Idol of Durand,Base damage reduced to 200 / 300 / 400 from 220 / 330 / 440.,1.0
14442,Galio,Idol of Durand,Damage amplifier increased to 10% from 5%.,1.0
14443,Galio,Idol of Durand,Maximum damage amplifier increased to 80% from 40%.,1.0
14444,Galio,Idol of Durand,Maximum damage increased to 360 / 540 / 720 (+108% AP) from 308 / 462 / 616 (+84% AP).,1.0
14445,Gragas,Stats,Base health regeneration reduced to 5.5 from 8.678.,1.0
14446,Gragas,Stats,Health regeneration growth reduced to 0.5 from 0.85.,1.0
14447,Gragas,Barrel Roll,Slow duration reduced to 1.3 seconds from 2.,1.0
14448,Gragas,Barrel Roll,New Effect: Slow duration now increased to 1.95 seconds over the ferment duration.,1.0
14449,Jarvan IV,Demacian Standard,Cooldown reduced to 13 / 12.5 / 12 / 11.5 / 11 seconds from 13 at all ranks.,-1.0
14450,Jarvan IV,Demacian Standard,No longer obstructs monster unit collision.,1.0
14451,Jax,Grandmaster's Might,Base resists increased to 30 / 50 / 70 from 20 / 35 / 50.,1.0
14452,Lux,Prismatic Barrier,New Effect: Lux now gains her initial shield instantaneously instead of after the 0.25 second cast time.,-1.0
14453,Lux,Lucent Singularity,Slow zone radius increased to 350 from 300.,1.0
14454,Lux,Lucent Singularity,New Effect: Can now be activated while in-flight to immediately detonate upon arrival.,1.0
14455,Malphite,Brutal Strikes,Base damage reduced to 15 / 30 / 45 / 60 / 75 from 25 / 40 / 55 / 70 / 85.,1.0
14456,Malphite,Brutal Strikes,Scaling changed to (+10% AP) (+10% armor) from (+15% AP).,1.0
14457,Malphite,Brutal Strikes,Damage radius increased to 225 from 200.,1.0
14458,Malphite,Brutal Strikes,Fixed a bug where Brutal Strikes could be seen through Fog of War.,0.0
14459,Ryze,Arcane Mastery,Duration reduced to 2.5 seconds from 6.,1.0
14460,Ryze,Arcane Mastery,Stack duration reduced to 10 seconds from 12.,1.0
14461,Ryze,Arcane Mastery,Cooldowns can now be completely reset rather than brought down to 0.25 seconds.,-1.0
14462,Ryze,Overload,New Passive: Increases  Arcane Mastery's duration to 3 / 3.5 / 4 / 4.5 / 5 seconds.,1.0
14463,Ryze,Overload,Damage changed to 60 / 95 / 130 / 165 / 200 from 65 / 95 / 125 / 155 / 185.,1.0
14465,Ryze,Overload,Mana cost changed to 40 at all ranks from 30 / 35 / 40 / 45 / 50.,-1.0
14466,Ryze,Rune Prison,Damage changed to 80 / 100 / 130 / 140 / 160 from 65 / 95 / 125 / 155 / 185.,1.0
14467,Ryze,Rune Prison, Root duration changed to 1 / 1.1 / 1.2 / 1.3 / 1.4 seconds at all ranks from 0.75 / 1 / 1.25 / 1.5 / 1.75.,1.0
14469,Ryze,Spell Flux,No longer cancels active movement/attack commands.,1.0
14470,Trundle,Subjugate,Total target's maximum health ratio increased to 20 / 27.5 / 35% from 20 / 24 / 28%.,1.0
14471,Tryndamere,General,Fixed a bug where Tryndamere's critical strikes were taking longer to resolve than standard basic attacks.,0.0
14473,Zilean,Rewind,Fixed a bug where Q-W-Q was firing slower than intended.,0.0
14474,Aatrox,Blood Well,Cooldown reduced to 225 / 200 / 175 / 150 (based on level) seconds from 225 at all levels.,-1.0
14475,Ashe,Ranger's Focus,The flurry no longer occurs against structures.,1.0
14476,Ashe,Volley,Base damage reduced to 20 / 35 / 50 / 65 / 80 from 40 / 50 / 60 / 70 / 80.,1.0
14478,Ashe,Hawkshot,The hawk's vision radius while in flight has been reduced to 1000 units from 1500.,1.0
14480,Brand,Pyroclasm,"New Effect: If Brand's initial target becomes untargetable while the inferno is in flight, the projectile will select a new target instead of fizzling.",1.0
14482,Caitlyn,Headshot,New Effect: Now ignores 50% of the target's bonus armor against enemy champions.,1.0
14483,Caitlyn,Yordle Snap Trap,Fixed a bug where the trap could take any time between 1 and 1.25 seconds to arm. It is now always 1.1 seconds.,0.0
14484,Caitlyn,Yordle Snap Trap,Fixed a bug where certain dashes could pass over the trap without triggering it.,0.0
14485,Caitlyn,Ace in the Hole, Standard Sight is now granted on-click instead of after the 0.25 second cast time. The ability should no longer cancel if you lose sight of the target.,-1.0
14486,Ekko,General,Movement speed reduced to 340 from 345.,1.0
14487,Ekko,Parallel Convergence,"Tooltip corrected to show the actual maximum damage to monsters. (150, not 400)",0.0
14488,Ekko,Parallel Convergence,Mana cost increased to 50 / 55 / 60 / 65 / 70 from 30 / 40 / 50 / 60 / 70.,-1.0
14489,Ekko,Parallel Convergence,Parallel Convergence will now grant sight after 2 seconds - i.e. the ability grants sight only when enemies can also see the ability.,1.0
14490,Ekko,Chronobreak,"Improved visibility of the clone for the enemy team. You should only lose sight of the clone when it walks into the brush/fog, rather then when you lose sight of Ekko.",-1.0
14491,Ekko,,Coming Soon: Mana cost implemented at 100. Although Riot is sceptical that this will solve any of the issues players have against Ekko.,-1.0
14492,Hecarim,Warpath,The amount of bonus attack damage granted is now checked every 0.25 seconds instead of every 1 second.,1.0
14493,Hecarim,Devastating Charge,The bonus movement speed is now additive instead of multiplicative.,1.0
14495,Jayce,General,Each of Jayce's basic abilities now has 6 ranks.,1.0
14496,Jayce,To the Skies!,Base damage changed to 30 / 70 / 110 / 150 / 190 / 230 from 20 / 65 / 110 / 155 / 200.,1.0
14497,Jayce,To the Skies!, Slow percentage progression remains unchanged and is 30 / 35 / 40 / 45 / 50 / 55%.,1.0
14498,Jayce,To the Skies!,Cooldown progression remains unchanged and is 16 / 14 / 12 / 10 / 8 / 6 seconds.,-1.0
14499,Jayce,To the Skies!,Mana cost progression remains unchanged and is 40 / 45 / 50 / 55 / 60 / 65 mana.,-1.0
14500,Jayce,Lightning Field,Base damage changed to 100 / 160 / 220 / 280 / 340 / 400 from 100 / 170 / 240 / 310 / 380.,1.0
14501,Jayce,Lightning Field,Mana refund per basic attack progression is unchanged and is 6 / 8 / 10 / 12 / 14 / 16.,1.0
14502,Jayce,Thundering Blow,Damage ratio changed to (+8 / 10.4 / 12.8 / 15.2 / 17.6 / 20% of target's max. health) from (+8 / 11 / 14 / 17 / 20% of target's max. health).,1.0
14503,Jayce,Thundering Blow,Cooldown changed to 15 / 14 / 13 / 12 / 11 / 10 seconds from 14 / 13 / 12 / 11 / 10.,-1.0
14504,Jayce,Thundering Blow,Mana cost progression remains unchanged and is 40 / 50 / 60 / 70 / 80 / 90 mana.,-1.0
14505,Jayce,Thundering Blow,Max damage to monster progression remains unchanged and is 200 / 300 / 400 / 500 / 600 / 700.,1.0
14506,Jayce,Shock Blast,Base damage changed to 70 / 120 / 170 / 220 / 270 / 320 from 60 / 115 / 170 / 225 / 280.,1.0
14507,Jayce,Shock Blast,Mana cost progression remains unchanged and is 55 / 60 / 65 / 70 / 75 / 80 mana.,-1.0
14508,Jayce,Hyper Charge,Damage modifier changed to 70 / 78 / 86 / 94 / 102 / 110% from 70 / 80 / 90 / 100 / 110%.,1.0
14509,Jayce,Hyper Charge,Cooldown changed to 13 / 11.4 / 9.8 / 8.2 / 6.6 / 4 from 13 / 11 / 9 / 7 / 5.,-1.0
14510,Jayce,Acceleration Gate,Movement speed bonus progression remains unchanged and is 30 / 35 / 40 / 45 / 50 / 55%.,1.0
14511,Katarina,Shunpo,Base damage reduced to 40 / 70 / 100 / 130 / 160 from 60 / 85 / 110 / 135 / 160.,1.0
14512,Katarina,Shunpo,AP scaling reduced to (+25% AP) from (+40% AP),1.0
14513,Kha'Zix,Taste Their Fear,Isolation radius reduced to 425 from 500.,1.0
14514,LeBlanc,Distortion /  Mimic Distortion,Dash speed reduced to 1300 from 1600.,1.0
14517,LeBlanc,Ethereal Chains /  Mimic Ethereal Chains,"Fixed a bug where the ability would not root targets if they were protected by  Black Shield when hit initially, even if the shield was broken before the ability resolves.",0.0
14518,Malphite,Brutal Strikes - Rework,New Passive: 10 / 15 / 20 / 25 / 30% increased Armor.,1.0
14519,Malphite,Brutal Strikes - Rework,"New Active: For the next 6 seconds, Malphite's basic attacks deal 25 / 40 / 55 / 70 / 85 (+15% AP) bonus physical damage to his target and surrounding enemies.",1.0
14521,Malphite,Brutal Strikes - Rework,New Effect: Attacks during the active use the critical strike animation.,1.0
14522,Orianna,Command Shockwave,The global cooldown on Orianna's abilities when the Ball snaps back to her is increased to 0.75 seconds from 0.5 seconds on Shockwave (ONLY).,-1.0
14523,Ryze,Arcane Mastery,A second attempt at fixing the bug from V5.10 where stacks were being generated on-click rather than after his ability's cast times - i.e. he will no longer gain stacks if his abilities fail to cancel due to his target dying or losing sight. The previous bug-fix only applied to  Overload.,-1.0
14525,Shen,General,Base magic resistance increased to 32.1 from 30.,1.0
14526,Shen,General,Magic resistance growth increased to 1.25 from 0.,1.0
14527,Shen,Ki Strike,Cooldown reduced to 9 / 8 / 7 (based on level) seconds from 9 at all levels.,-1.0
14528,Shen,Shadow Dash,Energy cost reduced to 100 / 95 / 90 / 85 / 80 from 100 at all ranks.,-1.0
14529,Shyvana,Burnout,"New Effect: While active, Shyvana's attacks will deal [25% of Burnout's damage][5 / 8.75 / 12.5 / 16.25 / 20 (+5% bonus AD)] as bonus magic damage.",1.0
14530,Shyvana,Burnout,Fixed a bug where Burnout had double the AD ratio while in Dragon Form.,0.0
14531,Sivir,On the Hunt,Duration of initial speed boost reduced to 2 / 3 / 4 seconds from 2 / 4 / 6. Total duration unaffected.,1.0
14533,Caitlyn,,Fixed a bug where Ace in the Hole would grant permanent vision of the target if they block the ability with a spell shield.,0.0
14534,Jayce,,Fixed a bug where Hyper Charge would cause Jayce's melee form attacks to deal no damage.,0.0
14535,Jayce,,Fixed a bug where an in-the-air Hyper Charged attack would deal tons of damage if Jayce swapped into melee form before it hit.,0.0
14537,Akali,Shadow Dance,"New Effect: If the target is marked with  Mark of the Assassin, the distance is halved to 50-100.",1.0
14538,Cassiopeia,Aspect of the Serpent,Health regain's AP ratio reduced to (+6% AP) from (+10% AP),1.0
14539,Cassiopeia,Twin Fang,Mana refund's Mana ratio reduced to (+1.5% of max. mana) from (+3% of max. mana).,1.0
14541,Gragas,Body Slam,Collision radius while moving reduced to 180 from 200.,1.0
14542,Gragas,Body Slam,Collision radius at maximum range reduced to 210 from 250.,1.0
14543,Jinx,Pow-Pow[1],Maximum attack speed bonus reduced to 30 / 40 / 50 / 60 / 70% from 30 / 55 / 80 / 105 / 130%.,1.0
14544,Jinx,Pow-Pow[1],New Effect: Now also grants 0% - 70% (based on level) based on Jinx's level.,1.0
14545,Jinx,Pow-Pow[1],Max. attack speed bonus increased to 140% from 130%.,1.0
14546,Karma,Gathering Fire,Cooldown reduction on-spell hit increased to 2 / 2.5 / 3 (based on level) from 2 at all levels.,1.0
14547,Karma,Gathering Fire,Cooldown reduction on-hit increased to 1 / 1.25 / 1.5 (based on level) from 1 at all levels.,1.0
14548,Karma,Focused Resolve,Ability power ratio increased to (+90% AP) from (+60% AP),1.0
14549,Karma,Focused Resolve,New Effect: Can now also target monsters.,1.0
14550,Karma,Renewal,Bonus damage removed.,1.0
14551,Karma,Renewal,New Effect: Root duration increased by 0.5 / 0.75 / 1 / 1.25 seconds.,1.0
14552,Karma,Inspire,Cooldown reduced to 10 / 9 / 8 / 7 / 6 from 10 seconds at all ranks.,-1.0
14553,Karma,Inspire,Mana cost reduced to 60 / 65 / 70 / 75 / 80 from 60 / 70 / 80 / 90 / 100.,-1.0
14554,Karma,Inspire,Base shield amount reduced to 80 / 110 / 140 / 170 / 200 from 80 / 120 / 160 / 200 / 240.,1.0
14555,Karma,Defiance,No longer deals damage.,1.0
14556,Karma,Defiance,Now increases the target's shield by 30 / 90 / 150 / 210 (+30% AP).,1.0
14557,Karma,Defiance,AoE shield changed to 50% total shield to target from 30 / 70 / 110 / 150 (+30% AP).,1.0
14558,Karma,Defiance,New shield amount: 40 / 55 / 70 / 85 / 100 (+25% AP) (50% base shield to target) + 15 / 45 / 75 / 105 (+15% AP) (50% mantra bonus amount),1.0
14560,Lulu,Stats,Base Mana regen. per 5s increased to 8.5 from 6.005.,1.0
14561,Lulu,Stats,Mana Regen. Per 5s Growth reduced to 0.6 from 0.8.,1.0
14562,Rek'Sai,Stats,Base health reduced to 570 from 611.2.,1.0
14563,Ryze,Arcane Mastery,Duration increased to 6 seconds at all ranks from 4 / 5 / 6 based on rank.,1.0
14564,Ryze,Arcane Mastery,"Effect is now triggered upon completing the 5th spell's cast time, rather than at the beginning the cast time. Arcane Mastery will no longer go off even if the spell cancels due to losing sight of the target.",-1.0
14565,Ryze,Overload,Base damage increased to 65 / 95 / 125 / 155 / 185 from 65 / 90 / 115 / 140 / 165.,1.0
14566,Ryze,Desperate Power,Duration increased to 6 seconds at all ranks from 4 / 5 / 6 based on rank.,1.0
14568,Sion,Unstoppable Onslaught,Fixed a bug where it was scaling with the target's bonus attack damage instead of Sion's.,0.0
14569,Taric,Imbue,Mana cost lowered to 60 / 70 / 80 / 90 / 100 from 60 / 80 / 100 / 120 / 140.,-1.0
14570,Akali,Crescent Slash,"Ability power ratio increased to (+40% AP), up from (+30% AP).",1.0
14571,Akali,Crescent Slash,Cooldown reduced to 5 / 4 / 3 / 2 / 1 from 7 / 6 / 5 / 4 / 3.,-1.0
14573,Akali,Shadow Dance,New Effect: Now leaves Akali 150 - 250 units on the far side of target. The distance behind the target increases the closer the target is from Akali on-cast.[1],1.0
14574,Annie,Stats,Attack range reduced to 575 from 625.,1.0
14575,Ashe,Stats,Basic attack's projectile speed increased to 2500 from 2000.,1.0
